pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
7971	The	A	3	NEUTRAL
7972	Two	Two	4.4	ENTAILMENT
7973	Two	Two	3.9	NEUTRAL
7976	A	Two	2.9	NEUTRAL
7977	Two	A	2.9	NEUTRAL
7980	Two	A	3.7	NEUTRAL
7981	The	The	4.4	ENTAILMENT
7985	A	A	3.1	NEUTRAL
7986	A	The	3.3	NEUTRAL
7987	The	A	3.6	CONTRADICTION
7989	The	A	4	ENTAILMENT
7990	The	A	2.565	NEUTRAL
7993	Children	Children	4.2	CONTRADICTION
7995	The	The	4.4	CONTRADICTION
7996	Children	The	4	NEUTRAL
7998	Children	The	4	NEUTRAL
7999	Children	The	3.1	NEUTRAL
8002	People	Nobody	3.785	CONTRADICTION
8005	A	People	2	NEUTRAL
8006	A	People	2.1	NEUTRAL
8010	A	A	4.4	ENTAILMENT
8012	A	A	4.8	ENTAILMENT
8014	A	A	3.8	NEUTRAL
8018	A	A	4	NEUTRAL
8021	A	A	4.7	ENTAILMENT
8024	A	A	3.3	NEUTRAL
8025	A	A	3.6	NEUTRAL
8028	A	A	4.8	ENTAILMENT
8029	There	A	3.7	CONTRADICTION
8031	A	A	3.8	CONTRADICTION
8032	A	A	4.1	NEUTRAL
8037	A	The	4.9	ENTAILMENT
8038	The	The	3.9	CONTRADICTION
8039	A	A	5	ENTAILMENT
8040	A	A	3.5	NEUTRAL
8041	The	A	4	NEUTRAL
8044	A	The	3.3	NEUTRAL
8047	Two	Two	3.5	NEUTRAL
8049	Two	Two	4.2	NEUTRAL
8050	Two	Two	4.3	NEUTRAL
8055	A	A	4.5	ENTAILMENT
8058	A	A	3.9	NEUTRAL
8059	A	A	4.185	NEUTRAL
8060	A	A	2.9	NEUTRAL
8064	A	A	4.5	ENTAILMENT
8065	A	A	3.5	NEUTRAL
8067	A	A	3.4	NEUTRAL
8068	A	A	4.5	ENTAILMENT
8069	A	A	4.3	ENTAILMENT
8071	A	A	3.4	NEUTRAL
8072	A	A	4	ENTAILMENT
8073	Two	Two	4.3	ENTAILMENT
8076	Two	Two	3.9	NEUTRAL
8077	Two	Two	3.8	NEUTRAL
8079	Two	Two	3.4	NEUTRAL
8084	A	A	4.5	ENTAILMENT
8089	A	A	3.6	NEUTRAL
8090	A	A	4.3	ENTAILMENT
8091	A	A	4.9	ENTAILMENT
8092	A	A	3.5	NEUTRAL
8093	The	A	4.8	ENTAILMENT
8094	The	The	3.6	NEUTRAL
8095	A	A	3.6	NEUTRAL
8096	A	The	3	NEUTRAL
8104	A	A	3.4	NEUTRAL
8105	A	A	4	NEUTRAL
8108	A	A	3.8	NEUTRAL
8109	Two	Two	4.6	ENTAILMENT
8110	Two	Two	3.7	NEUTRAL
8112	A	A	3.8	CONTRADICTION
8119	A	A	3.58	NEUTRAL
8120	Some	Some	4.45	ENTAILMENT
8121	Some	Some	3.8	NEUTRAL
8124	Some	A	2.9	NEUTRAL
8126	A	Some	3.5	NEUTRAL
8127	A	Drinks	4.8	ENTAILMENT
8129	Several	Several	4.5	ENTAILMENT
8130	Several	Several	3.265	NEUTRAL
8134	Several	A	3.3	NEUTRAL
8136	A	A	4.6	ENTAILMENT
8143	A	The	3.4	NEUTRAL
8145	A	A	3.8	NEUTRAL
8147	The	The	4.4	ENTAILMENT
8152	The	A	2.7	NEUTRAL
8155	The	The	4.2	CONTRADICTION
8156	A	A	4.9	ENTAILMENT
8157	A	A	3.6	CONTRADICTION
8158	A	The	4.2	ENTAILMENT
8159	A	The	2.8	NEUTRAL
8161	A	The	3.3	NEUTRAL
8162	A	The	3.7	NEUTRAL
8165	A	A	4.5	ENTAILMENT
8168	Two	A	2.5	NEUTRAL
8173	A	A	3.4	NEUTRAL
8175	A	A	4.1	NEUTRAL
8177	A	A	3.1	NEUTRAL
8179	A	A	2.8	NEUTRAL
8180	A	A	4	NEUTRAL
8184	A	A	3.6	CONTRADICTION
8186	The	A	4.3	NEUTRAL
8187	The	A	3.9	NEUTRAL
8189	A	The	3.8	CONTRADICTION
8190	Adults	Adults	4.8	ENTAILMENT
8191	Adults	Adults	3.6	NEUTRAL
8192	The	The	5	ENTAILMENT
8194	Adults	The	2.8	NEUTRAL
8195	The	Adults	2.9	NEUTRAL
8196	The	Adults	2.8	NEUTRAL
8199	A	A	4.435	NEUTRAL
8200	A	A	3.5	NEUTRAL
8201	A	A	4.5	ENTAILMENT
8206	A	A	3.8	ENTAILMENT
8210	A	A	4.2	ENTAILMENT
8211	There	A	3.8	CONTRADICTION
8213	There	A	2.6	NEUTRAL
8215	A	A	2.3	NEUTRAL
8216	A	A	2	NEUTRAL
8217	Two	Two	4.7	ENTAILMENT
8219	Two	Two	4.8	ENTAILMENT
8223	Two	Two	3.9	NEUTRAL
8225	Two	Two	3.8	NEUTRAL
8227	A	A	3.7	NEUTRAL
8228	A	A	4.3	ENTAILMENT
8230	A	A	4.3	ENTAILMENT
8233	A	A	3	NEUTRAL
8246	Some	Some	4.4	ENTAILMENT
8247	Some	Some	4	NEUTRAL
8248	A	Some	4	NEUTRAL
8249	A	Some	3.3	NEUTRAL
8251	Some	A	2.9	NEUTRAL
8258	A	A	3.2	NEUTRAL
8264	Pedestrians	Pedestrians	5	ENTAILMENT
8266	Some	Pedestrians	3.8	ENTAILMENT
8267	Pedestrians	Some	3.9	NEUTRAL
8269	Some	Pedestrians	2.6	NEUTRAL
8272	Two	Two	4.2	NEUTRAL
8274	Two	Two	3.7	NEUTRAL
8276	Two	Two	2.8	NEUTRAL
8277	Two	Two	3.8	NEUTRAL
8281	A	A	2.9	NEUTRAL
8282	A	A	4.8	ENTAILMENT
8283	A	A	4	NEUTRAL
8285	A	A	3.3	NEUTRAL
8288	A	A	3.7	NEUTRAL
8289	A	A	4.6	ENTAILMENT
8294	The	A	4.2	NEUTRAL
8296	The	There	2.4	NEUTRAL
8300	A	A	4.5	ENTAILMENT
8304	A	Sunglasses	4.5	ENTAILMENT
8305	A	A	3.3	NEUTRAL
8306	A	A	4.3	ENTAILMENT
8307	Children	Kids	4.9	ENTAILMENT
8312	Kids	A	2.7	NEUTRAL
8314	A	Kids	2.9	NEUTRAL
8316	Dogs	Dogs	4.7	ENTAILMENT
8317	Dogs	There	3	CONTRADICTION
8321	A	Dogs	2.2	NEUTRAL
8323	A	There	2.7	NEUTRAL
8325	Two	Two	4.8	ENTAILMENT
8327	Some	Some	4.2	ENTAILMENT
8328	Some	Some	3.9	CONTRADICTION
8329	Two	Some	3.3	NEUTRAL
8330	Two	Some	3.9	NEUTRAL
8331	Two	Some	4.1	ENTAILMENT
8333	Two	Some	3.735	NEUTRAL
8335	A	A	2.5	NEUTRAL
8336	A	A	4.8	ENTAILMENT
8338	A	A	4.4	ENTAILMENT
8339	A	A	3.6	NEUTRAL
8340	A	A	4.3	ENTAILMENT
8345	A	A	4.6	ENTAILMENT
8347	A	A	3.8	NEUTRAL
8349	A	A	4.3	ENTAILMENT
8351	A	A	4.1	NEUTRAL
8352	People	People	4.4	ENTAILMENT
8355	Several	Several	3.9	NEUTRAL
8356	People	Several	3.4	NEUTRAL
8358	Several	People	3.7	NEUTRAL
8360	Several	People	3.2	NEUTRAL
8363	A	A	4.6	ENTAILMENT
8366	A	A	3.8	NEUTRAL
8367	A	A	3	NEUTRAL
8368	A	A	3.4	NEUTRAL
8374	Two	Two	3.6	NEUTRAL
8376	Two	Two	4.2	NEUTRAL
8377	There	Two	3.2	NEUTRAL
8379	A	A	4.7	ENTAILMENT
8381	The	The	4.7	ENTAILMENT
8384	A	The	2.835	NEUTRAL
8388	A	A	4.5	ENTAILMENT
8396	A	A	3.3	NEUTRAL
8400	There	A	3.785	CONTRADICTION
8406	A	A	4.5	ENTAILMENT
8407	A	A	4.7	ENTAILMENT
8409	A	A	3.8	NEUTRAL
8412	A	A	4.9	ENTAILMENT
8417	A	A	4.4	ENTAILMENT
8419	A	A	3.7	NEUTRAL
8421	A	A	2.6	NEUTRAL
8424	A	A	4.9	ENTAILMENT
8425	A	A	4	NEUTRAL
8426	A	A	4.1	NEUTRAL
8430	A	A	3.7	NEUTRAL
8431	A	A	3.8	NEUTRAL
8434	A	A	3.9	CONTRADICTION
8435	A	A	4.9	ENTAILMENT
8437	A	A	2.6	NEUTRAL
8441	A	A	2.6	NEUTRAL
8444	Two	Two	4.9	ENTAILMENT
8446	Two	Two	4	ENTAILMENT
8449	Two	Two	2.7	NEUTRAL
8452	A	There	3.2	CONTRADICTION
8453	A	A	4.9	ENTAILMENT
8455	A	A	4.5	ENTAILMENT
8456	A	A	4	NEUTRAL
8457	A	A	4.2	NEUTRAL
8458	A	There	3.9	CONTRADICTION
8459	A	A	4	NEUTRAL
8460	A	A	4.6	ENTAILMENT
8462	A	A	4.7	ENTAILMENT
8469	A	A	4.7	ENTAILMENT
8470	A	A	4.2	NEUTRAL
8474	A	A	2.6	NEUTRAL
8475	A	A	2.4	NEUTRAL
8476	A	A	2.7	NEUTRAL
8479	A	A	4.4	ENTAILMENT
8481	There	A	4.1	CONTRADICTION
8482	A	A	4	NEUTRAL
8483	There	A	3.9	NEUTRAL
8484	A	A	4	ENTAILMENT
8486	A	A	4.2	ENTAILMENT
8489	A	A	5	ENTAILMENT
8490	A	A	3.3	NEUTRAL
8492	A	A	2.7	NEUTRAL
8493	A	A	3.5	NEUTRAL
8494	A	A	4	NEUTRAL
8501	The	The	3.5	NEUTRAL
8502	The	The	4.3	ENTAILMENT
8504	The	The	4.5	ENTAILMENT
8506	Two	Two	3.2	NEUTRAL
8507	Two	Two	4.2	NEUTRAL
8511	Two	Two	3.6	NEUTRAL
8512	Two	Two	3.9	NEUTRAL
8514	Five	Five	4.4	ENTAILMENT
8516	Five	Five	4.3	NEUTRAL
8517	Five	Five	3.5	NEUTRAL
8520	Five	Five	4.4	ENTAILMENT
8521	Five	Five	3.7	CONTRADICTION
8524	An	A	4.2	NEUTRAL
8525	A	A	5	ENTAILMENT
8528	A	A	1.5	NEUTRAL
8529	A	A	2.3	NEUTRAL
8530	An	A	1.5	NEUTRAL
8532	A	A	4.7	ENTAILMENT
8536	A	A	4	NEUTRAL
8537	A	A	3.9	NEUTRAL
8538	A	A	2.9	NEUTRAL
8541	The	The	4.5	ENTAILMENT
8543	A	A	4.4	ENTAILMENT
8551	A	A	4.3	CONTRADICTION
8555	The	A	2.4	NEUTRAL
8561	A	A	4.5	ENTAILMENT
8562	A	A	3.95	CONTRADICTION
8563	A	A	2.6	NEUTRAL
8564	A	A	3.4	NEUTRAL
8566	A	A	2.4	NEUTRAL
8567	A	A	3.4	NEUTRAL
8569	A	A	2.2	NEUTRAL
8571	A	A	4.4	ENTAILMENT
8572	A	A	4.2	NEUTRAL
8574	A	Two	4.3	NEUTRAL
8578	A	A	3.8	NEUTRAL
8581	A	A	4.3	ENTAILMENT
8582	A	A	2.6	NEUTRAL
8584	A	A	3.1	NEUTRAL
8586	An	A	4.9	ENTAILMENT
8588	A	A	4.5	ENTAILMENT
8589	A	A	4.3	NEUTRAL
8590	An	A	2.6	NEUTRAL
8593	An	A	2.3	NEUTRAL
8594	A	An	2.4	NEUTRAL
8596	Little	Little	4.1	NEUTRAL
8597	Children	Children	4.3	ENTAILMENT
8598	Children	Animals	3.35	NEUTRAL
8600	Little	Animals	2.9	NEUTRAL
8601	Little	Children	3.7	NEUTRAL
8606	A	A	4.9	ENTAILMENT
8607	A	There	3.9	CONTRADICTION
8608	A	A	4.3	ENTAILMENT
8609	There	A	3.7	CONTRADICTION
8610	A	A	4.5	ENTAILMENT
8611	A	A	4.4	ENTAILMENT
8613	The	A	5	ENTAILMENT
8614	A	A	3.4	NEUTRAL
8618	A	An	2.365	NEUTRAL
8620	A	An	2.7	NEUTRAL
8622	Five	Five	4.9	ENTAILMENT
8624	People	People	4.1	ENTAILMENT
8626	Five	People	3	NEUTRAL
8627	Five	People	1.8	NEUTRAL
8629	Five	People	2.8	NEUTRAL
8630	People	Five	3.2	NEUTRAL
8631	A	A	4.4	ENTAILMENT
8635	A	A	3.8	NEUTRAL
8636	A	A	3.5	NEUTRAL
8637	A	A	3.55	NEUTRAL
8639	A	A	3.3	NEUTRAL
8645	A	A	4.1	NEUTRAL
8646	A	A	3.9	NEUTRAL
8647	A	A	3.3	NEUTRAL
8649	A	A	3.3	NEUTRAL
8651	People	A	4.8	ENTAILMENT
8656	A	The	2.8	NEUTRAL
8657	People	The	3.6	NEUTRAL
8663	Rollerbladers	Rollerbladers	4.3	CONTRADICTION
8664	Rollerbladers	A	3.8	NEUTRAL
8665	Rollerbladers	A	3.2	NEUTRAL
8668	Rollerbladers	A	3.4	NEUTRAL
8669	A	A	4.4	ENTAILMENT
8674	A	A	2.4	NEUTRAL
8675	A	A	2.8	NEUTRAL
8676	A	A	3	NEUTRAL
8679	A	No	3.3	CONTRADICTION
8680	A	A	4.6	ENTAILMENT
8683	A	A	3	NEUTRAL
8684	A	A	3	NEUTRAL
8685	No	A	2.3	NEUTRAL
8686	A	A	2.4	NEUTRAL
8689	Three	Three	4.9	ENTAILMENT
8690	Three	Three	4.3	NEUTRAL
8691	Three	Three	4.3	ENTAILMENT
8692	Three	Three	3.8	NEUTRAL
8696	A	A	4.6	ENTAILMENT
8697	A	A	3.4	CONTRADICTION
8699	A	A	3.8	NEUTRAL
8702	A	A	3.7	NEUTRAL
8705	A	A	4.6	ENTAILMENT
8708	A	A	4.2	NEUTRAL
8709	A	A	4.1	ENTAILMENT
8712	A	A	2.9	NEUTRAL
8716	Two	Two	4.4	ENTAILMENT
8719	Two	Two	1.6	NEUTRAL
8724	A	A	3.1	CONTRADICTION
8728	A	A	3.7	NEUTRAL
8738	A	A	4.1	NEUTRAL
8739	A	A	3.7	CONTRADICTION
8741	Three	Three	4.5	ENTAILMENT
8742	Three	Three	4	NEUTRAL
8743	People	People	4.9	ENTAILMENT
8746	Three	People	3.285	NEUTRAL
8748	Three	People	3.6	ENTAILMENT
8749	People	Three	4.35	NEUTRAL
8750	Four	Four	4.6	ENTAILMENT
8751	Four	Four	4.1	NEUTRAL
8753	Several	Several	3.8	CONTRADICTION
8756	Four	Several	3.9	NEUTRAL
8757	Four	Several	3.3	NEUTRAL
8759	A	A	4.9	ENTAILMENT
8760	A	A	3.5	CONTRADICTION
8766	A	A	2.2	NEUTRAL
8767	A	A	2.6	NEUTRAL
8768	The	A	4.9	ENTAILMENT
8775	No	A	3.6	NEUTRAL
8777	Three	Three	4.4	ENTAILMENT
8779	Three	Three	4.2	NEUTRAL
8781	Three	Three	3.1	NEUTRAL
8783	Three	Three	3.7	NEUTRAL
8784	Three	Three	3.6	NEUTRAL
8787	A	A	4	NEUTRAL
8790	A	A	4.1	ENTAILMENT
8791	A	A	3.8	NEUTRAL
8794	A	A	4.3	ENTAILMENT
8796	People	People	3.6	NEUTRAL
8800	No	People	3.9	CONTRADICTION
8801	People	Several	4.3	ENTAILMENT
8805	A	A	3.4	NEUTRAL
8813	Two	Two	4.5	ENTAILMENT
8814	Two	Two	3.2	NEUTRAL
8815	Two	Two	5	ENTAILMENT
8816	Two	Two	3.7	NEUTRAL
8822	A	A	4.8	ENTAILMENT
8823	A	A	3.7	NEUTRAL
8830	A	A	3.9	NEUTRAL
8834	A	A	4.4	NEUTRAL
8836	A	A	3.7	NEUTRAL
8838	A	A	2.8	NEUTRAL
8842	A	A	4.9	ENTAILMENT
8844	A	A	2.8	NEUTRAL
8846	A	A	2.9	NEUTRAL
8848	A	A	3.4	NEUTRAL
8852	A	A	3.6	NEUTRAL
8854	A	The	3.6	NEUTRAL
8856	A	The	4.3	ENTAILMENT
8858	A	A	4.2	ENTAILMENT
8859	A	A	3.7	NEUTRAL
8862	A	A	3.8	NEUTRAL
8867	A	A	3.3	NEUTRAL
8869	A	A	3.7	NEUTRAL
8873	A	A	3.7	NEUTRAL
8875	A	A	4.2	NEUTRAL
8876	A	A	4.1	NEUTRAL
8878	A	A	4.3	NEUTRAL
8879	A	A	2.9	NEUTRAL
8888	A	A	3.5	NEUTRAL
8892	A	A	1.6	NEUTRAL
8894	Two	Motorbikes	4.9	ENTAILMENT
8901	Dirt	Two	2.7	NEUTRAL
8902	Two	Dirt	3.6	NEUTRAL
8903	A	A	4.2	ENTAILMENT
8907	A	A	3.7	ENTAILMENT
8908	A	A	2.5	NEUTRAL
8913	A	A	4.3	NEUTRAL
8914	A	A	3.8	NEUTRAL
8915	A	A	3.4	NEUTRAL
8916	A	A	2.3	NEUTRAL
8917	A	A	4.4	ENTAILMENT
8918	A	A	3.7	ENTAILMENT
8924	A	No	2.5	CONTRADICTION
8926	No	The	3.2	NEUTRAL
8932	Two	Two	4.6	ENTAILMENT
8934	One	Two	3.9	ENTAILMENT
8936	One	Two	4.1	ENTAILMENT
8937	One	Two	3.1	NEUTRAL
8941	A	The	4.9	ENTAILMENT
8942	A	A	3.1	NEUTRAL
8943	The	A	3.1	NEUTRAL
8944	A	A	2	NEUTRAL
8945	A	A	3.4	NEUTRAL
8948	A	A	4.6	ENTAILMENT
8949	A	A	3.9	NEUTRAL
8952	A	A	3.815	NEUTRAL
8955	A	A	3.2	NEUTRAL
8956	A	A	3.3	NEUTRAL
8957	A	A	4.8	ENTAILMENT
8958	A	A	3.4	NEUTRAL
8959	A	A	4.385	ENTAILMENT
8961	A	A	3.8	NEUTRAL
8964	A	A	3.5	NEUTRAL
8965	A	A	3.1	NEUTRAL
8966	The	A	5	ENTAILMENT
8967	A	A	3.1	NEUTRAL
8972	The	The	4.1	NEUTRAL
8973	A	The	3.5	NEUTRAL
8976	The	The	3.8	NEUTRAL
8977	A	A	4.7	ENTAILMENT
8978	A	A	3.7	CONTRADICTION
8980	The	A	3.2	NEUTRAL
8982	The	A	3	NEUTRAL
8983	A	The	3.8	NEUTRAL
8987	A	A	3.6	NEUTRAL
8988	A	A	3.2	NEUTRAL
8992	A	A	3.9	NEUTRAL
8994	A	A	4.3	NEUTRAL
8996	A	A	5	ENTAILMENT
8998	A	A	3.4	NEUTRAL
8999	A	A	4.3	NEUTRAL
9000	A	A	4.3	NEUTRAL
9001	A	A	3.7	NEUTRAL
9005	A	A	3.7	NEUTRAL
9006	A	A	4.6	ENTAILMENT
9011	A	A	4.2	NEUTRAL
9015	A	A	4.7	ENTAILMENT
9017	A	A	2.8	NEUTRAL
9019	A	A	2.8	NEUTRAL
9021	A	A	3.5	NEUTRAL
9024	A	A	4.6	ENTAILMENT
9028	Two	A	3.9	NEUTRAL
9030	A	Two	4.1	NEUTRAL
9031	Two	Two	4.7	ENTAILMENT
9033	A	A	4.5	ENTAILMENT
9035	A	Two	3.3	NEUTRAL
9037	Two	A	4	NEUTRAL
9038	A	Two	3.1	NEUTRAL
9039	Two	A	3.6	NEUTRAL
9040	A	A	4.9	ENTAILMENT
9041	A	A	3.7	NEUTRAL
9044	A	A	4.3	ENTAILMENT
9045	A	A	3.6	NEUTRAL
9046	A	A	4.2	ENTAILMENT
9050	Two	Two	3.6	NEUTRAL
9051	A	Two	4.8	ENTAILMENT
9053	A	Two	4	NEUTRAL
9054	Two	Two	3.8	NEUTRAL
9058	A	A	4.1	ENTAILMENT
9066	A	A	3.5	NEUTRAL
9067	Two	Two	4.9	ENTAILMENT
9068	Two	Two	3.67	NEUTRAL
9070	Two	Two	3.8	CONTRADICTION
9071	Two	Two	2.5	NEUTRAL
9073	Two	Two	3.1	NEUTRAL
9074	Two	Two	3	NEUTRAL
9075	Two	Two	2.8	NEUTRAL
9077	A	A	3.2	NEUTRAL
9078	A	A	4.9	ENTAILMENT
9080	A	A	3.2	NEUTRAL
9083	A	A	1.5	NEUTRAL
9085	A	A	5	ENTAILMENT
9086	A	A	3.9	NEUTRAL
9090	There	A	2.4	NEUTRAL
9094	A	A	4.6	ENTAILMENT
9095	A	A	3.9	CONTRADICTION
9096	A	A	4.4	ENTAILMENT
9097	A	A	3.95	CONTRADICTION
9098	A	A	2.9	NEUTRAL
9099	A	A	3.1	NEUTRAL
9101	A	A	3.2	NEUTRAL
9103	A	A	4.9	ENTAILMENT
9106	A	A	3	CONTRADICTION
9108	A	A	2.7	NEUTRAL
9109	A	A	2.5	NEUTRAL
9110	A	A	2.2	NEUTRAL
9113	Two	Two	3.4	CONTRADICTION
9117	There	Two	3.2	NEUTRAL
9126	A	A	1.2	NEUTRAL
9127	A	The	2.4	NEUTRAL
9129	A	A	2.55	NEUTRAL
9131	A	There	3	CONTRADICTION
9133	A	A	3.5	NEUTRAL
9134	A	A	4.2	NEUTRAL
9137	There	A	3.4	NEUTRAL
9139	The	A	5	ENTAILMENT
9140	A	There	3.1	CONTRADICTION
9141	The	The	4.8	ENTAILMENT
9142	The	The	3.8	CONTRADICTION
9146	There	The	3.7	CONTRADICTION
9147	The	A	4.165	ENTAILMENT
9148	A	A	4.5	ENTAILMENT
9150	A	A	4.6	ENTAILMENT
9153	A	A	1.4	NEUTRAL
9155	A	A	2.4	NEUTRAL
9156	A	A	2.7	NEUTRAL
9159	The	A	5	ENTAILMENT
9160	A	A	2.9	NEUTRAL
9161	A	The	3.6	NEUTRAL
9167	A	A	3.1	NEUTRAL
9171	A	A	3.5	NEUTRAL
9172	A	A	3.5	NEUTRAL
9177	A	A	4.9	ENTAILMENT
9181	A	The	3.5	ENTAILMENT
9183	A	The	3.8	ENTAILMENT
9184	A	A	4.8	ENTAILMENT
9185	A	A	3.4	NEUTRAL
9186	A	A	4.7	ENTAILMENT
9187	There	A	4.4	CONTRADICTION
9189	There	A	3.2	NEUTRAL
9192	A	A	3.9	NEUTRAL
9193	A	A	4.8	ENTAILMENT
9194	A	A	3.5	NEUTRAL
9196	A	No	2.8	CONTRADICTION
9206	A	A	3.9	NEUTRAL
9208	The	A	3.7	NEUTRAL
9212	There	A	3.9	CONTRADICTION
9213	A	A	4.9	ENTAILMENT
9215	A	A	3.6	NEUTRAL
9222	A	A	4.5	ENTAILMENT
9223	There	A	4	CONTRADICTION
9230	A	A	4.1	NEUTRAL
9233	A	A	4.2	ENTAILMENT
9235	A	A	4.065	ENTAILMENT
9236	A	A	3.5	NEUTRAL
9238	A	A	4.5	ENTAILMENT
9239	A	A	4	NEUTRAL
9240	The	The	4.8	ENTAILMENT
9241	The	The	3.3	NEUTRAL
9247	Two	Two	4.5	ENTAILMENT
9249	The	A	4.8	ENTAILMENT
9250	A	A	3.8	NEUTRAL
9254	A	Two	1.1	NEUTRAL
9255	A	Two	1.5	NEUTRAL
9259	A	A	3.2	NEUTRAL
9262	A	A	2.8	NEUTRAL
9264	A	A	2.4	NEUTRAL
9269	Two	Two	3.5	NEUTRAL
9272	A	Two	2.1	NEUTRAL
9273	A	Two	3.2	NEUTRAL
9274	Two	Two	4.5	ENTAILMENT
9275	Two	Two	3.6	CONTRADICTION
9280	Two	Two	4.2	NEUTRAL
9281	Two	Two	2.9	NEUTRAL
9284	A	A	3.8	NEUTRAL
9285	A	A	4.4	ENTAILMENT
9288	A	A	2.9	NEUTRAL
9292	Two	Two	4.1	ENTAILMENT
9293	Two	Two	3.4	CONTRADICTION
9295	Two	Two	3.4	NEUTRAL
9297	Two	Two	3.7	NEUTRAL
9299	Two	Two	3.5	NEUTRAL
9300	Two	Two	4	NEUTRAL
9305	The	A	3.6	NEUTRAL
9307	A	A	3.5	NEUTRAL
9308	A	A	2.8	NEUTRAL
9309	A	A	3.8	NEUTRAL
9313	A	A	2.8	NEUTRAL
9315	A	A	1.7	NEUTRAL
9319	Three	Three	5	ENTAILMENT
9323	Two	Two	3.9	NEUTRAL
9326	Three	Two	3.9	NEUTRAL
9327	Two	Three	2.8	NEUTRAL
9328	Two	The	3.5	NEUTRAL
9329	Three	Two	3.365	NEUTRAL
9330	Four	Four	4.65	ENTAILMENT
9335	Four	A	3.7	NEUTRAL
9337	A	Four	3.4	NEUTRAL
9338	Four	A	4.7	ENTAILMENT
9342	A	A	3.7	NEUTRAL
9343	A	A	3.6	NEUTRAL
9344	A	A	2.9	NEUTRAL
9349	Three	Three	3.6	NEUTRAL
9350	Three	Three	4.5	ENTAILMENT
9351	Three	Three	3.6	NEUTRAL
9354	Some	Three	3.4	NEUTRAL
9356	Three	Three	3.5	NEUTRAL
9361	A	A	4	NEUTRAL
9362	A	A	4.1	NEUTRAL
9367	A	A	4.3	CONTRADICTION
9368	A	A	4.7	ENTAILMENT
9369	A	A	3.5	NEUTRAL
9370	A	A	3.1	NEUTRAL
9373	A	A	3.1	NEUTRAL
9374	A	A	2.5	NEUTRAL
9375	The	The	4.5	ENTAILMENT
9377	A	A	4.4	ENTAILMENT
9385	A	A	4.1	NEUTRAL
9386	Two	Two	4.6	ENTAILMENT
9387	Two	Two	4	CONTRADICTION
9388	Two	A	2	NEUTRAL
9389	A	Two	3.2	NEUTRAL
9391	Two	A	2.6	NEUTRAL
9393	A	A	4.4	ENTAILMENT
9394	A	A	3.8	CONTRADICTION
9395	The	The	4.4	ENTAILMENT
9400	The	A	3.8	NEUTRAL
9402	Two	Two	4.4	ENTAILMENT
9407	Two	Two	2.2	NEUTRAL
9408	Two	Two	4.2	NEUTRAL
9412	Two	Two	4	NEUTRAL
9413	Men	People	4.3	ENTAILMENT
9414	People	People	2.7	NEUTRAL
9423	No	A	4.1	CONTRADICTION
9426	A	A	3.765	ENTAILMENT
9427	A	A	2.6	NEUTRAL
9430	The	The	2.8	NEUTRAL
9431	The	A	4.8	ENTAILMENT
9434	The	The	3.3	CONTRADICTION
9435	The	The	4.4	ENTAILMENT
9436	The	The	2.915	NEUTRAL
9437	The	The	4.3	ENTAILMENT
9438	A	A	4.3	ENTAILMENT
9439	A	A	3.8	NEUTRAL
9442	A	A	3.4	NEUTRAL
9444	A	A	3.7	NEUTRAL
9445	A	A	2.6	NEUTRAL
9447	The	A	4.9	ENTAILMENT
9448	No	A	4.3	CONTRADICTION
9449	A	A	3.6	NEUTRAL
9451	A	A	3.335	NEUTRAL
9455	A	No	3.3	NEUTRAL
9456	A	A	3.4	NEUTRAL
9457	A	A	3.2	NEUTRAL
9461	A	A	4	CONTRADICTION
9462	A	A	3.7	NEUTRAL
9465	A	A	2	NEUTRAL
9467	A	A	4.8	ENTAILMENT
9469	A	A	4.3	NEUTRAL
9471	A	A	3.515	ENTAILMENT
9473	A	A	4.4	ENTAILMENT
9475	A	A	3.7	NEUTRAL
9482	A	A	3.4	NEUTRAL
9488	Four	Four	2.9	CONTRADICTION
9489	A	Four	4.4	ENTAILMENT
9492	There	Four	3.2	NEUTRAL
9493	A	Four	4.2	ENTAILMENT
9495	The	The	3.7	CONTRADICTION
9496	A	A	4.4	NEUTRAL
9497	A	A	4.2	NEUTRAL
9499	A	The	3	NEUTRAL
9502	A	The	2.8	NEUTRAL
9504	A	A	4.1	NEUTRAL
9506	A	A	3.5	NEUTRAL
9510	A	A	4.2	ENTAILMENT
9512	A	A	4.9	ENTAILMENT
9515	A	A	3.5	NEUTRAL
9516	A	A	3.1	NEUTRAL
9517	A	A	3	NEUTRAL
9524	Two	Two	3.8	NEUTRAL
9525	Two	Two	3.5	NEUTRAL
9526	Two	Two	3.9	NEUTRAL
9529	Two	Two	3.4	NEUTRAL
9530	A	Two	4.5	ENTAILMENT
9531	A	A	3.2	NEUTRAL
9532	Two	Two	4.9	ENTAILMENT
9535	A	No	2.7	NEUTRAL
9537	A	Two	1.9	NEUTRAL
9538	Two	A	3.7	NEUTRAL
9540	The	The	4.5	CONTRADICTION
9541	A	A	4.8	ENTAILMENT
9542	A	A	4.1	NEUTRAL
9544	The	A	2.6	NEUTRAL
9549	A	A	3.415	CONTRADICTION
9551	A	A	4.2	NEUTRAL
9554	A	Tambourines	4.6	ENTAILMENT
9555	A	A	3.6	CONTRADICTION
9556	A	A	3.9	ENTAILMENT
9557	A	A	4.7	ENTAILMENT
9558	A	No	3.1	CONTRADICTION
